S.No,Gender,Age_Group,Skin_Type,Skin_Concern,Recommended_Products
1,Male,15-20,Combination,Wrinkles,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2569,Male,31-35,Oily,Sensitivity,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2570,Male,15-20,Combination,Darkness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2571,Female,31-35,Oily,Acne,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2572,Female,36-40,Normal,Darkness,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2573,Female,31-35,Dry,Dullness,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2574,Male,36-40,Oily,Dullness,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2575,Male,15-20,Oily,Dullness,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2576,Female,41-45,Sensitive,Oiliness,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2577,Female,21-25,Dry,Dullness,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2578,Male,36-40,Dry,Acne,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2579,Female,26-30,Dry,Darkness,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2580,Male,36-40,Combination,Sensitivity,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2581,Male,41-45,Sensitive,Darkness,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2582,Male,31-35,Combination,Dullness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2583,Female,Above 45,Dry,Pigmentation,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2584,Female,26-30,Normal,Wrinkles,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2585,Female,Above 45,Normal,Acne,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2586,Male,Above 45,Dry,Acne,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2587,Female,36-40,Dry,Pigmentation,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2588,Female,15-20,Normal,Darkness,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2589,Male,21-25,Sensitive,Wrinkles,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2590,Male,21-25,Combination,Darkness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2591,Female,36-40,Oily,Acne,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2592,Female,36-40,Dry,Oiliness,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2593,Female,26-30,Combination,Oiliness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2594,Female,21-25,Dry,Pigmentation,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2595,Female,15-20,Normal,Pigmentation,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2596,Female,31-35,Sensitive,Sensitivity,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2597,Female,31-35,Normal,Oiliness,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2598,Male,21-25,Normal,Oiliness,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2599,Male,21-25,Sensitive,Wrinkles,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2600,Female,36-40,Sensitive,Oiliness,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2601,Male,21-25,Combination,Darkness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2602,Female,21-25,Sensitive,Sensitivity,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2603,Female,26-30,Normal,Dullness,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2604,Male,36-40,Combination,Sensitivity,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2605,Male,15-20,Combination,Acne,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2606,Male,15-20,Dry,Sensitivity,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2607,Female,15-20,Normal,Dullness,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2608,Male,26-30,Oily,Dullness,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2609,Male,21-25,Combination,Acne,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2610,Male,Above 45,Oily,Dryness,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2611,Male,21-25,Combination,Acne,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2612,Female,26-30,Normal,Acne,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2613,Female,Above 45,Combination,Pigmentation,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2614,Female,31-35,Oily,Dullness,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2615,Female,Above 45,Combination,Oiliness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2616,Female,31-35,Oily,Sensitivity,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2617,Male,41-45,Sensitive,Oiliness,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2618,Male,31-35,Normal,Oiliness,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2619,Female,26-30,Dry,Dryness,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2620,Female,36-40,Dry,Darkness,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2621,Male,21-25,Oily,Dryness,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2622,Female,21-25,Normal,Dryness,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2623,Female,31-35,Combination,Oiliness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2624,Female,21-25,Sensitive,Dryness,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2625,Female,26-30,Oily,Oiliness,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2626,Male,21-25,Combination,Darkness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2627,Male,21-25,Normal,Wrinkles,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2628,Male,41-45,Combination,Dullness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2629,Female,41-45,Normal,Wrinkles,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2630,Female,36-40,Dry,Acne,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2631,Female,36-40,Combination,Acne,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2632,Male,26-30,Sensitive,Acne,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2633,Female,31-35,Normal,Wrinkles,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2634,Female,21-25,Combination,Wrinkles,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2635,Male,41-45,Dry,Darkness,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2636,Male,36-40,Combination,Dryness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2637,Male,36-40,Sensitive,Pigmentation,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2638,Female,21-25,Normal,Oiliness,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2639,Female,31-35,Sensitive,Sensitivity,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2640,Female,26-30,Normal,Oiliness,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2641,Male,36-40,Dry,Wrinkles,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2642,Female,Above 45,Normal,Oiliness,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2643,Male,26-30,Sensitive,Oiliness,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2644,Male,15-20,Combination,Sensitivity,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2645,Female,36-40,Sensitive,Pigmentation,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2646,Male,Above 45,Dry,Dryness,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2647,Female,36-40,Sensitive,Darkness,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2648,Female,31-35,Combination,Sensitivity,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2649,Female,31-35,Combination,Oiliness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2650,Male,15-20,Dry,Dullness,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2651,Male,31-35,Combination,Oiliness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2652,Male,41-45,Dry,Darkness,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2653,Female,15-20,Combination,Darkness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2654,Female,26-30,Oily,Dryness,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2655,Female,36-40,Combination,Acne,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2656,Male,36-40,Dry,Acne,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2657,Female,36-40,Oily,Wrinkles,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2658,Female,15-20,Normal,Darkness,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2659,Female,36-40,Sensitive,Darkness,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2660,Female,36-40,Dry,Sensitivity,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2661,Female,41-45,Combination,Sensitivity,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2662,Male,26-30,Normal,Dryness,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2663,Female,36-40,Oily,Dryness,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2664,Female,41-45,Normal,Oiliness,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2665,Male,15-20,Combination,Sensitivity,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2666,Male,Above 45,Combination,Darkness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2667,Female,41-45,Dry,Wrinkles,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2668,Female,41-45,Sensitive,Pigmentation,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2669,Male,21-25,Normal,Wrinkles,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2670,Female,21-25,Normal,Sensitivity,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2671,Male,21-25,Sensitive,Oiliness,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2672,Male,26-30,Dry,Dryness,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2673,Female,26-30,Dry,Oiliness,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2674,Male,15-20,Normal,Dullness,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2675,Female,31-35,Dry,Dryness,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2676,Female,Above 45,Combination,Dullness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2677,Female,26-30,Dry,Acne,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2678,Male,21-25,Oily,Oiliness,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2679,Male,21-25,Combination,Dullness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2680,Male,31-35,Normal,Sensitivity,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2681,Male,31-35,Sensitive,Dryness,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2682,Male,31-35,Sensitive,Wrinkles,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2683,Male,21-25,Dry,Wrinkles,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2684,Female,31-35,Sensitive,Dullness,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2685,Male,21-25,Combination,Darkness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2686,Female,21-25,Oily,Sensitivity,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2687,Male,21-25,Normal,Sensitivity,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2688,Male,21-25,Normal,Dryness,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2689,Male,36-40,Combination,Darkness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2690,Male,31-35,Normal,Dryness,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2691,Female,26-30,Combination,Acne,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2692,Female,41-45,Dry,Darkness,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2693,Female,31-35,Normal,Dullness,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2694,Male,26-30,Oily,Pigmentation,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2695,Female,15-20,Oily,Pigmentation,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2696,Female,15-20,Combination,Dryness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2697,Male,31-35,Sensitive,Acne,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2698,Female,Above 45,Sensitive,Oiliness,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2699,Female,36-40,Dry,Darkness,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2700,Female,41-45,Normal,Dullness,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2701,Female,41-45,Dry,Darkness,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2702,Male,26-30,Sensitive,Wrinkles,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2703,Male,15-20,Oily,Acne,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2704,Female,41-45,Combination,Dryness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2705,Female,36-40,Oily,Acne,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2706,Male,31-35,Oily,Dryness,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2707,Male,41-45,Dry,Wrinkles,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2708,Male,26-30,Oily,Sensitivity,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2709,Male,36-40,Oily,Wrinkles,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2710,Male,15-20,Normal,Wrinkles,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2711,Male,21-25,Sensitive,Pigmentation,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2712,Male,36-40,Sensitive,Acne,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2713,Female,Above 45,Dry,Wrinkles,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2714,Female,15-20,Combination,Sensitivity,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2715,Male,31-35,Normal,Oiliness,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2716,Male,26-30,Combination,Dryness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2717,Male,Above 45,Combination,Acne,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2718,Female,41-45,Sensitive,Dryness,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2719,Male,26-30,Oily,Wrinkles,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2720,Male,26-30,Sensitive,Dullness,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2721,Male,26-30,Oily,Acne,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2722,Male,15-20,Sensitive,Acne,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2723,Male,Above 45,Oily,Dullness,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2724,Female,Above 45,Dry,Dryness,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2725,Male,31-35,Normal,Oiliness,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2726,Male,36-40,Sensitive,Oiliness,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2727,Female,36-40,Dry,Acne,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2728,Male,21-25,Dry,Dryness,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2729,Female,Above 45,Sensitive,Dryness,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2730,Female,36-40,Dry,Sensitivity,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2731,Female,26-30,Normal,Sensitivity,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2732,Male,36-40,Oily,Oiliness,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2733,Female,Above 45,Normal,Oiliness,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2734,Female,36-40,Sensitive,Acne,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2735,Female,21-25,Combination,Acne,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2736,Female,15-20,Sensitive,Dryness,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2737,Male,15-20,Normal,Wrinkles,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2738,Male,21-25,Dry,Darkness,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2739,Male,26-30,Normal,Wrinkles,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2740,Female,31-35,Dry,Pigmentation,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2741,Female,36-40,Sensitive,Dryness,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2742,Male,21-25,Sensitive,Oiliness,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2743,Male,36-40,Combination,Pigmentation,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2744,Female,31-35,Dry,Dryness,Cream Cleanser | Hyaluronic Acid Serum | Ceramide Moisturizer
2745,Male,26-30,Normal,Acne,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2746,Female,15-20,Normal,Sensitivity,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2747,Female,Above 45,Combination,Wrinkles,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2748,Male,Above 45,Sensitive,Sensitivity,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2749,Male,Above 45,Combination,Wrinkles,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2750,Male,41-45,Combination,Sensitivity,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2751,Male,21-25,Sensitive,Oiliness,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2752,Female,15-20,Normal,Dryness,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2753,Female,15-20,Combination,Acne,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2754,Female,Above 45,Combination,Oiliness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2755,Male,21-25,Oily,Darkness,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2756,Male,26-30,Oily,Pigmentation,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2757,Female,26-30,Sensitive,Sensitivity,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2758,Male,21-25,Combination,Acne,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2759,Male,Above 45,Normal,Oiliness,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2760,Male,Above 45,Oily,Dryness,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2761,Male,Above 45,Sensitive,Pigmentation,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2762,Female,15-20,Combination,Darkness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2763,Male,15-20,Sensitive,Pigmentation,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2764,Male,41-45,Sensitive,Pigmentation,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2765,Female,26-30,Sensitive,Oiliness,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2766,Male,21-25,Normal,Wrinkles,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2767,Female,26-30,Sensitive,Pigmentation,Aloe Vera Cleanser | Soothing Serum | Calming Moisturizer
2768,Female,Above 45,Normal,Pigmentation,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2769,Female,21-25,Oily,Acne,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
2770,Female,41-45,Normal,Wrinkles,Mild Face Wash | Antioxidant Serum | Daily Hydration Moisturizer
2771,Female,26-30,Combination,Oiliness,Gentle Foam Cleanser | Vitamin C Serum | Light Hydrating Moisturizer
2772,Male,31-35,Oily,Darkness,Salicylic Face Wash | Niacinamide Serum | Oil-Free Gel Moisturizer
